InteractionID	UniprotID_A	UniprotName_A	GeneName_A	UniprotID_B	UniprotName_B	GeneName_B	ExpEvidences	Methods	Publications	X3DStructures	CurationEvents	COF_Synonyms_A	Complex_A	Core_or_Variant_A	DBD_B	TF_assessment_B	Binding_mode_B
658583	O95983	MBD3_HUMAN	MBD3	P13056	NR2C1_HUMAN	NR2C1	1	1	1	0	1	MBD3	NuRD	NA	Nuclear receptor	Known motif	Monomer or homomultimer
658565	P26358	DNMT1_HUMAN	DNMT1	P13056	NR2C1_HUMAN	NR2C1	1	1	1	0	3	DNMT1;AIM;CXXC9;DNMT	NA	NA	Nuclear receptor	Known motif	Monomer or homomultimer
658571	Q13330	MTA1_HUMAN	MTA1	P13056	NR2C1_HUMAN	NR2C1	1	1	1	0	3	MTA1	NuRD;NODE	NA	Nuclear receptor	Known motif	Monomer or homomultimer
658569	Q09028	RBBP4_HUMAN	RBBP4	P13056	NR2C1_HUMAN	NR2C1	1	1	1	0	3	RBBP4;RBAP48;CAF-I P48	Sin3;NuRD;NURF;PRC2	CORE	Nuclear receptor	Known motif	Monomer or homomultimer
636571	O75376	NCOR1_HUMAN	NCOR1	P13631	RARG_HUMAN	RARG	2	2	1	0	2	NCOR1	NCoR	NA	Nuclear receptor	Known motif	Monomer or homomultimer
651650	Q15788	NCOA1_HUMAN	NCOA1	P13631	RARG_HUMAN	RARG	2	3	3	0	3	NCOA1;RIP160;Hin2;SRC1;NYREN52	SRC	NA	Nuclear receptor	Known motif	Monomer or homomultimer
757662	O14497	ARI1A_HUMAN	ARID1A	P13631	RARG_HUMAN	RARG	1	1	1	0	1	ARID1A;BAF250;BAF250A;C1orf4;OSA1;SMARCF1	BAF	ACCESSORY	Nuclear receptor	Known motif	Monomer or homomultimer
757664	Q6STE5	SMRD3_HUMAN	SMARCD3	P13631	RARG_HUMAN	RARG	1	1	1	0	1	SMARCD3;BAF60C	BAF	ACCESSORY	Nuclear receptor	Known motif	Monomer or homomultimer
651618	Q9Y6Q9	NCOA3_HUMAN	NCOA3	P13631	RARG_HUMAN	RARG	1	2	2	0	2	NCOA3;pCIP;SRC3;TRAM1;RAC3;ACTR;AIB1	SRC	NA	Nuclear receptor	Known motif	Monomer or homomultimer
650168	Q15022	SUZ12_HUMAN	SUZ12	P13631	RARG_HUMAN	RARG	1	1	1	0	1	SUZ12;CHET9;JJAZ1;KIAA0160	PRC2	CORE	Nuclear receptor	Known motif	Monomer or homomultimer
651612	Q9Y618	NCOR2_HUMAN	NCOR2	P13631	RARG_HUMAN	RARG	1	2	2	0	2	SMRT;CTG26;SMAP270;TRAC;NCoR2	SMRT	NA	Nuclear receptor	Known motif	Monomer or homomultimer
637130	Q9NPI1	BRD7_HUMAN	BRD7	P14316	IRF2_HUMAN	IRF2	2	2	1	0	2	BRD7;BP75;CELTIX1	PBAF	ACCESSORY	IRF	Known motif	Monomer or homomultimer
633613	Q09472	EP300_HUMAN	EP300	P14316	IRF2_HUMAN	IRF2	3	4	1	0	4	p300;EP300	p300	NA	IRF	Known motif	Monomer or homomultimer
633616	Q92830	KAT2A_HUMAN	KAT2A	P14316	IRF2_HUMAN	IRF2	1	1	1	0	1	KAT2A;GCN5	GCN5	NA	IRF	Known motif	Monomer or homomultimer
211664	P51610	HCFC1_HUMAN	HCFC1	P14316	IRF2_HUMAN	IRF2	2	2	1	0	2	HFC1	SET1	CORE	IRF	Known motif	Monomer or homomultimer
633612	Q92831	KAT2B_HUMAN	KAT2B	P14316	IRF2_HUMAN	IRF2	3	4	2	0	6	KAT2B;PCAF	PCAF	NA	IRF	Known motif	Monomer or homomultimer
651553	Q92793	CBP_HUMAN	CREBBP	P14651	HXB3_HUMAN	HOXB3	1	2	1	0	2	CBP;CREBBP	CBP	NA	Homeodomain	Known motif	Monomer or homomultimer
888381	Q09472	EP300_HUMAN	EP300	P14651	HXB3_HUMAN	HOXB3	0	1	1	0	1	p300;EP300	p300	NA	Homeodomain	Known motif	Monomer or homomultimer
651552	Q92793	CBP_HUMAN	CREBBP	P14652	HXB2_HUMAN	HOXB2	1	2	1	0	2	CBP;CREBBP	CBP	NA	Homeodomain	Known motif	Monomer or homomultimer
888388	Q09472	EP300_HUMAN	EP300	P14652	HXB2_HUMAN	HOXB2	0	1	1	0	1	p300;EP300	p300	NA	Homeodomain	Known motif	Monomer or homomultimer
888387	Q09472	EP300_HUMAN	EP300	P14653	HXB1_HUMAN	HOXB1	0	1	1	0	1	p300;EP300	p300	NA	Homeodomain	Known motif	Monomer or homomultimer
888414	Q92793	CBP_HUMAN	CREBBP	P14653	HXB1_HUMAN	HOXB1	0	1	1	0	1	CBP;CREBBP	CBP	NA	Homeodomain	Known motif	Monomer or homomultimer
643543	Q9NPI1	BRD7_HUMAN	BRD7	P14859	PO2F1_HUMAN	POU2F1	1	1	1	0	1	BRD7;BP75;CELTIX1	PBAF	ACCESSORY	Homeodomain; POU	Known motif	Monomer or homomultimer
634712	Q9Y618	NCOR2_HUMAN	NCOR2	P14859	PO2F1_HUMAN	POU2F1	4	4	2	0	6	SMRT;CTG26;SMAP270;TRAC;NCoR2	SMRT	NA	Homeodomain; POU	Known motif	Monomer or homomultimer
157898	P51610	HCFC1_HUMAN	HCFC1	P14859	PO2F1_HUMAN	POU2F1	4	4	3	0	4	HFC1	SET1	CORE	Homeodomain; POU	Known motif	Monomer or homomultimer
644793	Q13547	HDAC1_HUMAN	HDAC1	P14859	PO2F1_HUMAN	POU2F1	2	2	1	0	3	HDAC1;RPD3L1	Sin3;NuRD;CoREST	NA	Homeodomain; POU	Known motif	Monomer or homomultimer
757786	Q15788	NCOA1_HUMAN	NCOA1	P14921	ETS1_HUMAN	ETS1	1	1	1	0	1	NCOA1;RIP160;Hin2;SRC1;NYREN52	SRC	NA	Ets	Known motif	Monomer or homomultimer
768852	Q9UJW3	DNM3L_HUMAN	DNMT3L	P14921	ETS1_HUMAN	ETS1	1	1	1	0	1	DNMT3L	NA	NA	Ets	Known motif	Monomer or homomultimer
190640	Q4LE39	ARI4B_HUMAN	ARID4B	P14921	ETS1_HUMAN	ETS1	3	3	1	0	3	ARID4B;Sap180;RBBP1L1;RBP1L1;BRCAA1	Sin3	NA	Ets	Known motif	Monomer or homomultimer
647550	Q09472	EP300_HUMAN	EP300	P14921	ETS1_HUMAN	ETS1	1	3	3	0	4	p300;EP300	p300	NA	Ets	Known motif	Monomer or homomultimer
715387	Q92831	KAT2B_HUMAN	KAT2B	P14921	ETS1_HUMAN	ETS1	1	1	1	0	1	KAT2B;PCAF	PCAF	NA	Ets	Known motif	Monomer or homomultimer
647551	Q9ULK4	MED23_HUMAN	MED23	P14921	ETS1_HUMAN	ETS1	0	1	1	0	1	MED23;ARC130;CRSP3;DRIP130;KIAA1216;SUR2	Mediator 	CORE	Ets	Known motif	Monomer or homomultimer
647549	Q92793	CBP_HUMAN	CREBBP	P14921	ETS1_HUMAN	ETS1	5	4	4	0	7	CBP;CREBBP	CBP	NA	Ets	Known motif	Monomer or homomultimer
165400	P23497	SP100_HUMAN	SP100	P14921	ETS1_HUMAN	ETS1	5	5	1	0	9	SP100	NA	NA	Ets	Known motif	Monomer or homomultimer
657958	Q06455	MTG8_HUMAN	RUNX1T1	P14921	ETS1_HUMAN	ETS1	1	1	1	0	1	RUNX1T1	NA	NA	Ets	Known motif	Monomer or homomultimer
647105	O75376	NCOR1_HUMAN	NCOR1	P14921	ETS1_HUMAN	ETS1	1	2	1	0	2	NCOR1	NCoR	NA	Ets	Known motif	Monomer or homomultimer
190851	P51531	SMCA2_HUMAN	SMARCA2	P14921	ETS1_HUMAN	ETS1	1	1	1	0	1	SMARCA2;BAF190B;SNF2A;SNF2L2;BRM	BAF;ncBAF	CATALYTIC	Ets	Known motif	Monomer or homomultimer
647103	Q9Y6Q9	NCOA3_HUMAN	NCOA3	P14921	ETS1_HUMAN	ETS1	1	1	1	0	1	NCOA3;pCIP;SRC3;TRAM1;RAC3;ACTR;AIB1	SRC	NA	Ets	Known motif	Monomer or homomultimer
157701	Q9UER7	DAXX_HUMAN	DAXX	P14921	ETS1_HUMAN	ETS1	5	5	3	0	13	Daxx;hDaxx;BING2;DAP6;EAP1	Daxx	NA	Ets	Known motif	Monomer or homomultimer
757785	Q15788	NCOA1_HUMAN	NCOA1	P15036	ETS2_HUMAN	ETS2	1	1	1	0	1	NCOA1;RIP160;Hin2;SRC1;NYREN52	SRC	NA	Ets	Known motif	Monomer or homomultimer
631022	Q15326	ZMY11_HUMAN	ZMYND11	P15036	ETS2_HUMAN	ETS2	3	4	1	0	4	ZMYND11	NA	NA	Ets	Known motif	Monomer or homomultimer
892307	Q12824	SNF5_HUMAN	SMARCB1	P15036	ETS2_HUMAN	ETS2	0	1	1	0	1	SMARCB1;BAF47;INI1;SNF5L1	BAF	CORE	Ets	Known motif	Monomer or homomultimer
647106	O75376	NCOR1_HUMAN	NCOR1	P15036	ETS2_HUMAN	ETS2	1	2	1	0	2	NCOR1	NCoR	NA	Ets	Known motif	Monomer or homomultimer
691100	Q01860	PO5F1_HUMAN	POU5F1	P15036	ETS2_HUMAN	ETS2	2	3	1	0	3	Oct4;OTF3;Oct3;POU5F1	NODE	NA	Ets	Known motif	Monomer or homomultimer
892306	Q969G3	SMCE1_HUMAN	SMARCE1	P15036	ETS2_HUMAN	ETS2	0	1	1	0	1	SMARCE1;BAF57	BAF;PBAF	ACCESSORY	Ets	Known motif	Monomer or homomultimer
647552	Q92793	CBP_HUMAN	CREBBP	P15036	ETS2_HUMAN	ETS2	4	4	3	0	7	CBP;CREBBP	CBP	NA	Ets	Known motif	Monomer or homomultimer
647104	Q9Y6Q9	NCOA3_HUMAN	NCOA3	P15036	ETS2_HUMAN	ETS2	1	1	1	0	1	NCOA3;pCIP;SRC3;TRAM1;RAC3;ACTR;AIB1	SRC	NA	Ets	Known motif	Monomer or homomultimer
647553	Q09472	EP300_HUMAN	EP300	P15036	ETS2_HUMAN	ETS2	2	4	4	0	5	p300;EP300	p300	NA	Ets	Known motif	Monomer or homomultimer
892305	P51532	SMCA4_HUMAN	SMARCA4	P15036	ETS2_HUMAN	ETS2	0	1	1	0	1	SMARCA4;BAF190A;SNF2L4;SNF2B;BRG1	BAF	CATALYTIC	Ets	Known motif	Monomer or homomultimer
644249	Q86X55	CARM1_HUMAN	CARM1	P15172	MYOD1_HUMAN	MYOD1	1	1	1	0	1	PRMT4	NA	NA	bHLH	Known motif	Monomer or homomultimer
643561	O14744	ANM5_HUMAN	PRMT5	P15172	MYOD1_HUMAN	MYOD1	2	2	2	0	2	PRMT5;HRMT1L5;IBP72;JBP1;SKB1	NA	NA	bHLH	Known motif	Monomer or homomultimer
891633	Q9Y618	NCOR2_HUMAN	NCOR2	P15172	MYOD1_HUMAN	MYOD1	0	1	1	0	1	SMRT;CTG26;SMAP270;TRAC;NCoR2	SMRT	NA	bHLH	Known motif	Monomer or homomultimer
633337	Q09472	EP300_HUMAN	EP300	P15172	MYOD1_HUMAN	MYOD1	7	4	6	0	9	p300;EP300	p300	NA	bHLH	Known motif	Monomer or homomultimer
655658	Q92993	KAT5_HUMAN	KAT5	P15172	MYOD1_HUMAN	MYOD1	2	2	1	0	2	KAT5;TIP60	NuA4	NA	bHLH	Known motif	Monomer or homomultimer
635615	O75376	NCOR1_HUMAN	NCOR1	P15172	MYOD1_HUMAN	MYOD1	1	1	1	0	1	NCOR1	NCoR	NA	bHLH	Known motif	Monomer or homomultimer
643558	P51532	SMCA4_HUMAN	SMARCA4	P15172	MYOD1_HUMAN	MYOD1	3	1	3	0	3	SMARCA4;BAF190A;SNF2L4;SNF2B;BRG1	BAF	CATALYTIC	bHLH	Known motif	Monomer or homomultimer
658251	Q6STE5	SMRD3_HUMAN	SMARCD3	P15172	MYOD1_HUMAN	MYOD1	2	2	1	0	3	SMARCD3;BAF60C	BAF	ACCESSORY	bHLH	Known motif	Monomer or homomultimer
633124	Q13547	HDAC1_HUMAN	HDAC1	P15172	MYOD1_HUMAN	MYOD1	4	3	3	0	5	HDAC1;RPD3L1	Sin3;NuRD;CoREST	NA	bHLH	Known motif	Monomer or homomultimer
643560	P83916	CBX1_HUMAN	CBX1	P15172	MYOD1_HUMAN	MYOD1	1	1	1	0	1	CBX1	NA	NA	bHLH	Known motif	Monomer or homomultimer
647588	Q15910	EZH2_HUMAN	EZH2	P15172	MYOD1_HUMAN	MYOD1	1	1	1	0	1	EZH2;KMT6	PRC2	CORE	bHLH	Known motif	Monomer or homomultimer
161619	Q92831	KAT2B_HUMAN	KAT2B	P15172	MYOD1_HUMAN	MYOD1	5	5	5	0	7	KAT2B;PCAF	PCAF	NA	bHLH	Known motif	Monomer or homomultimer
633537	Q92793	CBP_HUMAN	CREBBP	P15172	MYOD1_HUMAN	MYOD1	5	4	6	0	7	CBP;CREBBP	CBP	NA	bHLH	Known motif	Monomer or homomultimer
646195	P51532	SMCA4_HUMAN	SMARCA4	P15173	MYOG_HUMAN	MYOG	2	2	1	0	2	SMARCA4;BAF190A;SNF2L4;SNF2B;BRG1	BAF	CATALYTIC	bHLH	Known motif	Monomer or homomultimer
212843	Q9Y6J9	TAF6L_HUMAN	TAF6L	P15173	MYOG_HUMAN	MYOG	1	2	1	0	2	PAF6L;PAF65alpha	STAGA;TFTC;PCAF	NA	bHLH	Known motif	Monomer or homomultimer
644252	O14744	ANM5_HUMAN	PRMT5	P15173	MYOG_HUMAN	MYOG	1	1	1	0	1	PRMT5;HRMT1L5;IBP72;JBP1;SKB1	NA	NA	bHLH	Known motif	Monomer or homomultimer
644250	Q86X55	CARM1_HUMAN	CARM1	P15173	MYOG_HUMAN	MYOG	1	1	1	0	1	PRMT4	NA	NA	bHLH	Known motif	Monomer or homomultimer
631007	Q14686	NCOA6_HUMAN	NCOA6	P15336	ATF2_HUMAN	ATF2	3	4	1	0	4	NCOA6;AIB3;KIAA0181;RAP250;TRBP	MLL3;MLL4	VARIANT	bZIP	Known motif	Monomer or homomultimer
217128	Q15910	EZH2_HUMAN	EZH2	P15336	ATF2_HUMAN	ATF2	1	1	1	0	2	EZH2;KMT6	PRC2	CORE	bZIP	Known motif	Monomer or homomultimer
633538	Q92793	CBP_HUMAN	CREBBP	P15336	ATF2_HUMAN	ATF2	7	4	6	0	9	CBP;CREBBP	CBP	NA	bZIP	Known motif	Monomer or homomultimer
224497	Q09472	EP300_HUMAN	EP300	P15336	ATF2_HUMAN	ATF2	2	3	2	0	3	p300;EP300	p300	NA	bZIP	Known motif	Monomer or homomultimer
633046	Q9Y230	RUVB2_HUMAN	RUVBL2	P15336	ATF2_HUMAN	ATF2	2	2	2	0	4	RUVBL2;ECP51;Reptin52;TIP49b;TAP54b;INO80J;TIP48	NuA4;INO80	ACCESSORY	bZIP	Known motif	Monomer or homomultimer
655790	Q92993	KAT5_HUMAN	KAT5	P15336	ATF2_HUMAN	ATF2	1	1	1	0	1	KAT5;TIP60	NuA4	NA	bZIP	Known motif	Monomer or homomultimer
768872	Q9UJW3	DNM3L_HUMAN	DNMT3L	P15336	ATF2_HUMAN	ATF2	1	1	1	0	1	DNMT3L	NA	NA	bZIP	Known motif	Monomer or homomultimer
644919	P25490	TYY1_HUMAN	YY1	P15336	ATF2_HUMAN	ATF2	2	2	2	0	2	YY1;INO80S	INO80	ACCESSORY	bZIP	Known motif	Monomer or homomultimer
217131	Q15022	SUZ12_HUMAN	SUZ12	P15336	ATF2_HUMAN	ATF2	1	1	1	0	2	SUZ12;CHET9;JJAZ1;KIAA0160	PRC2	CORE	bZIP	Known motif	Monomer or homomultimer
217126	O75530	EED_HUMAN	EED	P15336	ATF2_HUMAN	ATF2	1	1	1	0	2	EED	PRC2	CORE	bZIP	Known motif	Monomer or homomultimer
217143	Q15532	SSXT_HUMAN	SS18	P15336	ATF2_HUMAN	ATF2	4	4	1	0	6	SS18;SSXT;SYT	BAF	ACCESSORY	bZIP	Known motif	Monomer or homomultimer
768889	Q9UJW3	DNM3L_HUMAN	DNMT3L	P15407	FOSL1_HUMAN	FOSL1	1	1	1	0	1	DNMT3L	NA	NA	bZIP	Known motif	Monomer or homomultimer
648350	Q09472	EP300_HUMAN	EP300	P15407	FOSL1_HUMAN	FOSL1	2	2	2	0	2	p300;EP300	p300	NA	bZIP	Known motif	Monomer or homomultimer
645333	O15164	TIF1A_HUMAN	TRIM24	P15407	FOSL1_HUMAN	FOSL1	1	1	1	0	1	TRIM24;TIF1A;RING82	NA	NA	bZIP	Known motif	Monomer or homomultimer
645641	Q13547	HDAC1_HUMAN	HDAC1	P15407	FOSL1_HUMAN	FOSL1	1	1	1	0	2	HDAC1;RPD3L1	Sin3;NuRD;CoREST	NA	bZIP	Known motif	Monomer or homomultimer
647997	Q92793	CBP_HUMAN	CREBBP	P15407	FOSL1_HUMAN	FOSL1	1	1	1	0	1	CBP;CREBBP	CBP	NA	bZIP	Known motif	Monomer or homomultimer
733911	Q96LA8	ANM6_HUMAN	PRMT6	P15408	FOSL2_HUMAN	FOSL2	1	1	1	0	1	PRMT6;HRMT1L6	NA	NA	bZIP	Known motif	Monomer or homomultimer
733906	O95619	YETS4_HUMAN	YEATS4	P15408	FOSL2_HUMAN	FOSL2	2	1	2	0	3	YEATS4;GAS41;NuBI1	NuA4	NA	bZIP	Known motif	Monomer or homomultimer
768890	Q9UJW3	DNM3L_HUMAN	DNMT3L	P15408	FOSL2_HUMAN	FOSL2	1	1	1	0	1	DNMT3L	NA	NA	bZIP	Known motif	Monomer or homomultimer
265044	Q9Y2X0	MED16_HUMAN	MED16	P15408	FOSL2_HUMAN	FOSL2	2	2	1	0	2	MED16;DRIP92	Mediator 	CORE	bZIP	Known motif	Monomer or homomultimer
733891	Q86X55	CARM1_HUMAN	CARM1	P15408	FOSL2_HUMAN	FOSL2	2	1	2	0	3	PRMT4	NA	NA	bZIP	Known motif	Monomer or homomultimer
655657	Q09472	EP300_HUMAN	EP300	P15408	FOSL2_HUMAN	FOSL2	1	1	1	0	1	p300;EP300	p300	NA	bZIP	Known motif	Monomer or homomultimer
694978	Q9UHV2	SRTD1_HUMAN	SERTAD1	P15822	ZEP1_HUMAN	HIVEP1	1	1	1	0	1	SERTAD1	NA	NA	C2H2 ZF	Known motif	Monomer or homomultimer
106793	Q09472	EP300_HUMAN	EP300	P15884	ITF2_HUMAN	TCF4	2	3	1	0	3	p300;EP300	p300	NA	bHLH	Known motif	Monomer or homomultimer
233884	Q14687	GSE1_HUMAN	GSE1	P15884	ITF2_HUMAN	TCF4	3	2	2	0	4	KIAA0182;GSE1	CoREST	NA	bHLH	Known motif	Monomer or homomultimer
233878	Q969G3	SMCE1_HUMAN	SMARCE1	P15884	ITF2_HUMAN	TCF4	2	2	1	0	2	SMARCE1;BAF57	BAF;PBAF	ACCESSORY	bHLH	Known motif	Monomer or homomultimer
233883	O15164	TIF1A_HUMAN	TRIM24	P15884	ITF2_HUMAN	TCF4	2	2	1	0	2	TRIM24;TIF1A;RING82	NA	NA	bHLH	Known motif	Monomer or homomultimer
234547	Q96ES7	SGF29_HUMAN	SGF29	P15884	ITF2_HUMAN	TCF4	5	6	4	0	9	SGF29	TFTC	NA	bHLH	Known motif	Monomer or homomultimer
789105	Q9NP66	HM20A_HUMAN	HMG20A	P15884	ITF2_HUMAN	TCF4	1	1	1	0	2	HMG20A;HMGXB1;HMGX1	CoREST	NA	bHLH	Known motif	Monomer or homomultimer
233882	Q8TAQ2	SMRC2_HUMAN	SMARCC2	P15884	ITF2_HUMAN	TCF4	2	2	1	0	2	SMARCC2;BAF170	BAF	CORE	bHLH	Known motif	Monomer or homomultimer
770424	Q01860	PO5F1_HUMAN	POU5F1	P15884	ITF2_HUMAN	TCF4	1	1	1	0	1	Oct4;OTF3;Oct3;POU5F1	NODE	NA	bHLH	Known motif	Monomer or homomultimer
233879	Q06455	MTG8_HUMAN	RUNX1T1	P15884	ITF2_HUMAN	TCF4	3	3	3	0	5	RUNX1T1	NA	NA	bHLH	Known motif	Monomer or homomultimer
357104	O14929	HAT1_HUMAN	HAT1	P15884	ITF2_HUMAN	TCF4	1	4	1	0	4	HAT1;KAT1	NA	NA	bHLH	Known motif	Monomer or homomultimer
233887	O43439	MTG8R_HUMAN	CBFA2T2	P15884	ITF2_HUMAN	TCF4	2	2	1	0	2	CBFA2T2	NA	NA	bHLH	Known motif	Monomer or homomultimer
770175	Q9H9S0	NANOG_HUMAN	NANOG	P15884	ITF2_HUMAN	TCF4	1	1	1	0	1	Nanog;hNanog	NODE	NA	bHLH	Known motif	Monomer or homomultimer
233889	O75081	MTG16_HUMAN	CBFA2T3	P15884	ITF2_HUMAN	TCF4	3	2	2	0	4	CBFA2T3	NA	NA	bHLH	Known motif	Monomer or homomultimer
233880	O96019	ACL6A_HUMAN	ACTL6A	P15884	ITF2_HUMAN	TCF4	2	2	1	0	2	ACTL6A;BAF53;BAF53A;INO80K;ARP4	BAF;PBAF;NuA4	ACCESSORY	bHLH	Known motif	Monomer or homomultimer
766073	O60341	KDM1A_HUMAN	KDM1A	P15884	ITF2_HUMAN	TCF4	1	1	1	0	1	LSD1;KIAA0601;AOF2;KDM1;KDM1A	CoREST	CORE	bHLH	Known motif	Monomer or homomultimer
644922	Q9UER7	DAXX_HUMAN	DAXX	P15884	ITF2_HUMAN	TCF4	1	1	1	0	1	Daxx;hDaxx;BING2;DAP6;EAP1	Daxx	NA	bHLH	Known motif	Monomer or homomultimer
638227	P55895	RAG2_HUMAN	RAG2	P15918	RAG1_HUMAN	RAG1	7	4	6	0	10	RAG2	NA	NA	Unknown	Likely to be sequence specific TF	Monomer or homomultimer
169007	Q9Y265	RUVB1_HUMAN	RUVBL1	P15923	TFE2_HUMAN	TCF3	1	1	1	0	1	RUVBL1;TIP49a;TAP54a;NMP238;ECP54;INO80H;TIP49	NuA4;INO80	ACCESSORY	bHLH	Known motif	Monomer or homomultimer
633532	Q92831	KAT2B_HUMAN	KAT2B	P15923	TFE2_HUMAN	TCF3	4	5	2	0	5	KAT2B;PCAF	PCAF	NA	bHLH	Known motif	Monomer or homomultimer
176015	O00268	TAF4_HUMAN	TAF4	P15923	TFE2_HUMAN	TCF3	1	1	1	0	2	TAF4;TAFII130;TAFII135;TAF2C	TFTC	NA	bHLH	Known motif	Monomer or homomultimer
633530	Q09472	EP300_HUMAN	EP300	P15923	TFE2_HUMAN	TCF3	5	5	3	0	6	p300;EP300	p300	NA	bHLH	Known motif	Monomer or homomultimer
669050	Q92830	KAT2A_HUMAN	KAT2A	P15923	TFE2_HUMAN	TCF3	1	1	1	0	1	KAT2A;GCN5	GCN5	NA	bHLH	Known motif	Monomer or homomultimer
669051	Q9Y4A5	TRRAP_HUMAN	TRRAP	P15923	TFE2_HUMAN	TCF3	1	1	1	0	1	TRRAP;PAF400;PAF350;STAF40	STAGA;TFTC;PCAF	NA	bHLH	Known motif	Monomer or homomultimer
650764	Q8NBZ0	IN80E_HUMAN	INO80E	P15923	TFE2_HUMAN	TCF3	1	1	1	0	1	INO80;CCDC95	INO80	ACCESSORY	bHLH	Known motif	Monomer or homomultimer
633531	Q92793	CBP_HUMAN	CREBBP	P15923	TFE2_HUMAN	TCF3	8	7	4	0	11	CBP;CREBBP	CBP	NA	bHLH	Known motif	Monomer or homomultimer
644416	O00255	MEN1_HUMAN	MEN1	P15923	TFE2_HUMAN	TCF3	2	2	1	0	2	SCG2	MLL1	VARIANT	bHLH	Known motif	Monomer or homomultimer
657681	Q14687	GSE1_HUMAN	GSE1	P15923	TFE2_HUMAN	TCF3	1	1	1	0	1	KIAA0182;GSE1	CoREST	NA	bHLH	Known motif	Monomer or homomultimer
647770	Q06455	MTG8_HUMAN	RUNX1T1	P15923	TFE2_HUMAN	TCF3	1	2	1	0	2	RUNX1T1	NA	NA	bHLH	Known motif	Monomer or homomultimer
648846	Q92769	HDAC2_HUMAN	HDAC2	P15923	TFE2_HUMAN	TCF3	1	1	1	0	1	HDAC2	Sin3;NuRD;CoREST	NA	bHLH	Known motif	Monomer or homomultimer
644067	Q9UER7	DAXX_HUMAN	DAXX	P15923	TFE2_HUMAN	TCF3	1	1	1	0	1	Daxx;hDaxx;BING2;DAP6;EAP1	Daxx	NA	bHLH	Known motif	Monomer or homomultimer
648847	P26358	DNMT1_HUMAN	DNMT1	P15923	TFE2_HUMAN	TCF3	1	1	1	0	1	DNMT1;AIM;CXXC9;DNMT	NA	NA	bHLH	Known motif	Monomer or homomultimer
635816	O75081	MTG16_HUMAN	CBFA2T3	P15923	TFE2_HUMAN	TCF3	2	2	1	0	3	CBFA2T3	NA	NA	bHLH	Known motif	Monomer or homomultimer
657694	Q9UKL0	RCOR1_HUMAN	RCOR1	P15923	TFE2_HUMAN	TCF3	1	1	1	0	1	CoREST1;KIAA0071;RCOR1	CoREST	NA	bHLH	Known motif	Monomer or homomultimer
891067	P0C1Z6	TFPT_HUMAN	TFPT	P15923	TFE2_HUMAN	TCF3	0	1	1	0	1	TFPT;INO80F	INO80	ACCESSORY	bHLH	Known motif	Monomer or homomultimer
541853	O60341	KDM1A_HUMAN	KDM1A	P15923	TFE2_HUMAN	TCF3	3	3	2	0	3	LSD1;KIAA0601;AOF2;KDM1;KDM1A	CoREST	CORE	bHLH	Known motif	Monomer or homomultimer
650765	P25490	TYY1_HUMAN	YY1	P15923	TFE2_HUMAN	TCF3	1	1	1	0	1	YY1;INO80S	INO80	ACCESSORY	bHLH	Known motif	Monomer or homomultimer
669052	O75486	SUPT3_HUMAN	SUPT3H	P15923	TFE2_HUMAN	TCF3	1	1	1	0	1	SUPT3H;SPT3	STAGA;TFTC;PCAF	NA	bHLH	Known motif	Monomer or homomultimer
657671	O14744	ANM5_HUMAN	PRMT5	P15923	TFE2_HUMAN	TCF3	1	1	1	0	1	PRMT5;HRMT1L5;IBP72;JBP1;SKB1	NA	NA	bHLH	Known motif	Monomer or homomultimer
669053	O75478	TAD2A_HUMAN	TADA2A	P15923	TFE2_HUMAN	TCF3	1	1	1	0	1	TADA2A;ADA2A	PCAF;ATAC	NA	bHLH	Known motif	Monomer or homomultimer
169023	Q9Y230	RUVB2_HUMAN	RUVBL2	P15923	TFE2_HUMAN	TCF3	1	1	1	0	1	RUVBL2;ECP51;Reptin52;TIP49b;TAP54b;INO80J;TIP48	NuA4;INO80	ACCESSORY	bHLH	Known motif	Monomer or homomultimer
173126	A0JLT2	MED19_HUMAN	MED19	P15976	GATA1_HUMAN	GATA1	1	1	1	0	3	MED19;LCMR1	Mediator 	CORE	GATA	Known motif	Monomer or homomultimer
633155	Q8TAQ2	SMRC2_HUMAN	SMARCC2	P15976	GATA1_HUMAN	GATA1	1	1	1	0	1	SMARCC2;BAF170	BAF	CORE	GATA	Known motif	Monomer or homomultimer
631655	Q13547	HDAC1_HUMAN	HDAC1	P15976	GATA1_HUMAN	GATA1	1	1	1	0	2	HDAC1;RPD3L1	Sin3;NuRD;CoREST	NA	GATA	Known motif	Monomer or homomultimer
633154	P51532	SMCA4_HUMAN	SMARCA4	P15976	GATA1_HUMAN	GATA1	1	1	1	0	1	SMARCA4;BAF190A;SNF2L4;SNF2B;BRG1	BAF	CATALYTIC	GATA	Known motif	Monomer or homomultimer
644978	Q15545	TAF7_HUMAN	TAF7	P15976	GATA1_HUMAN	GATA1	1	1	1	0	1	TAF7;TAFII55	TFIID	NA	GATA	Known motif	Monomer or homomultimer
173125	P24863	CCNC_HUMAN	CCNC	P15976	GATA1_HUMAN	GATA1	1	1	1	0	5	CCNC;SRB11	Mediator 	CORE	GATA	Known motif	Monomer or homomultimer
766428	Q09472	EP300_HUMAN	EP300	P15976	GATA1_HUMAN	GATA1	2	1	2	0	3	p300;EP300	p300	NA	GATA	Known motif	Monomer or homomultimer
