InteractionID	UniprotID_A	UniprotName_A	GeneName_A	UniprotID_B	UniprotName_B	GeneName_B	ExpEvidences	Methods	Publications	X3DStructures	CurationEvents	COF_Synonyms_A	Complex_A	Core_or_Variant_A	DBD_B	TF_assessment_B	Binding_mode_B
372552	Q99JR8	SMRD2_MOUSE	Smarcd2	P10085	MYOD1_MOUSE	Myod1	1	1	1	0	1	Smarcd2;Baf60b	BAF	ACCESSORY	bHLH	Known motif	Monomer or homomultimer
559754	A2BH40	ARI1A_MOUSE	Arid1a	P11416	RARA_MOUSE	Rara	1	1	1	0	1	Arid1a;Baf250;Baf250a;Osa1;Smarcf1	BAF	ACCESSORY	Nuclear receptor	Known motif	Monomer or homomultimer
548439	P70365	NCOA1_MOUSE	Ncoa1	P11416	RARA_MOUSE	Rara	1	1	1	0	1	Ncoa1;Nrc1;Src1	SRC	NA	Nuclear receptor	Known motif	Monomer or homomultimer
368933	Q8VCB2	MED25_MOUSE	Med25	P11416	RARA_MOUSE	Rara	1	1	1	0	1	Med25	Mediator	CORE	Nuclear receptor	Known motif	Monomer or homomultimer
381009	Q64127	TIF1A_MOUSE	Trim24	P11416	RARA_MOUSE	Rara	1	1	1	0	1	Trim24;TIF1A	NA	NA	Nuclear receptor	Known motif	Monomer or homomultimer
556757	B2RWS6	EP300_MOUSE	Ep300	P11416	RARA_MOUSE	Rara	1	1	1	0	1	p300;Ep300	p300	NA	Nuclear receptor	Known motif	Monomer or homomultimer
556581	P60710	ACTB_MOUSE	Actb	P11416	RARA_MOUSE	Rara	1	1	1	0	1	B-actin;Actb	BAF;PBAF	ACCESSORY	Nuclear receptor	Known motif	Monomer or homomultimer
550179	Q9JHD1	KAT2B_MOUSE	Kat2b	P11416	RARA_MOUSE	Rara	1	1	1	0	1	Kat2b;Pcaf	PCAF	NA	Nuclear receptor	Known motif	Monomer or homomultimer
559753	Q6P9Z1	SMRD3_MOUSE	Smarcd3	P11416	RARA_MOUSE	Rara	1	1	1	0	1	Smarcd3;Baf60c	BAF	ACCESSORY	Nuclear receptor	Known motif	Monomer or homomultimer
182583	Q9R190	MTA2_MOUSE	Mta2	P12813	NR4A1_MOUSE	Nr4a1	1	1	1	0	2	Mta2;Mta1l1	NuRD;NODE	NA	Nuclear receptor	Known motif	Monomer or homomultimer
369553	P97496	SMRC1_MOUSE	Smarcc1	P12813	NR4A1_MOUSE	Nr4a1	1	1	1	0	1	Smarcc1;Baf155;Srg3	BAF	CORE	Nuclear receptor	Known motif	Monomer or homomultimer
182584	Q8VHR5	P66B_MOUSE	Gatad2b	P12813	NR4A1_MOUSE	Nr4a1	1	1	1	0	2	p66β;Gatad2b;p66/p68	NuRD;NODE	NA	Nuclear receptor	Known motif	Monomer or homomultimer
369551	P60710	ACTB_MOUSE	Actb	P12813	NR4A1_MOUSE	Nr4a1	1	1	1	0	1	B-actin;Actb	BAF;PBAF	ACCESSORY	Nuclear receptor	Known motif	Monomer or homomultimer
369552	O54941	SMCE1_MOUSE	Smarce1	P12813	NR4A1_MOUSE	Nr4a1	1	1	1	0	1	Smarce1;Baf57	BAF	ACCESSORY	Nuclear receptor	Known motif	Monomer or homomultimer
369555	Q6PDQ2	CHD4_MOUSE	Chd4	P12813	NR4A1_MOUSE	Nr4a1	1	1	1	0	1	Mi-2β;Chd4	NuRD	NA	Nuclear receptor	Known motif	Monomer or homomultimer
169519	Q3TKT4	SMCA4_MOUSE	Smarca4	P12979	MYOG_MOUSE	Myog	1	1	1	0	1	Smarca4;Baf190a;Snf2l4;Snf2b;Brg1	BAF	CATALYTIC	bHLH	Known motif	Monomer or homomultimer
550411	Q8K4B0	MTA1_MOUSE	Mta1	P13346	FOSB_MOUSE	Fosb	2	2	1	0	2	Mta1	NuRD;NODE	NA	bZIP	Known motif	Monomer or homomultimer
550412	P70288	HDAC2_MOUSE	Hdac2	P13346	FOSB_MOUSE	Fosb	1	1	1	0	1	Hdac2;Hd2;Yy1bp	Sin3;NuRD;CoREST	NA	bZIP	Known motif	Monomer or homomultimer
568533	Q9Z148	EHMT2_MOUSE	Ehmt2	P13864	DNMT1_MOUSE	Dnmt1	1	1	1	0	1	EHMT2;G9a	NA	NA	CxxC	Known motif	Monomer or homomultimer
372845	Q61188	EZH2_MOUSE	Ezh2	P13864	DNMT1_MOUSE	Dnmt1	3	2	2	0	4	Ezh2;Enx12	PRC2	NA	CxxC	Known motif	Monomer or homomultimer
374440	Q80U70	SUZ12_MOUSE	Suz12	P13864	DNMT1_MOUSE	Dnmt1	1	1	1	0	2	Suz12;D11Ertd530e;Kiaa0160	PRC2	NA	CxxC	Known motif	Monomer or homomultimer
557402	Q8VDF2	UHRF1_MOUSE	Uhrf1	P13864	DNMT1_MOUSE	Dnmt1	4	2	4	0	4	UHRF1	NA	NA	CxxC	Known motif	Monomer or homomultimer
557401	Q8CHK4	KAT5_MOUSE	Kat5	P13864	DNMT1_MOUSE	Dnmt1	1	1	1	0	1	Kat5;Tip60	NuA4	NA	CxxC	Known motif	Monomer or homomultimer
559228	Q921E6	EED_MOUSE	Eed	P13864	DNMT1_MOUSE	Dnmt1	1	1	1	0	1	Eed	PRC2	NA	CxxC	Known motif	Monomer or homomultimer
365962	O09106	HDAC1_MOUSE	Hdac1	P13864	DNMT1_MOUSE	Dnmt1	2	2	1	0	3	Hdac1;Hd1	Sin3;NuRD;CoREST	NA	CxxC	Known motif	Monomer or homomultimer
552438	Q9JI44	DMAP1_MOUSE	Dmap1	P13864	DNMT1_MOUSE	Dnmt1	1	1	1	0	1	Dmap1;Dnmap1	NuA4	NA	CxxC	Known motif	Monomer or homomultimer
549829	O54941	SMCE1_MOUSE	Smarce1	P15037	ETS2_MOUSE	Ets2	1	1	1	0	1	Smarce1;Baf57	BAF	ACCESSORY	Ets	Known motif	Monomer or homomultimer
549828	Q3TKT4	SMCA4_MOUSE	Smarca4	P15037	ETS2_MOUSE	Ets2	2	2	1	0	2	Smarca4;Baf190a;Snf2l4;Snf2b;Brg1	BAF	CATALYTIC	Ets	Known motif	Monomer or homomultimer
371912	P45481	CBP_MOUSE	Crebbp	P15037	ETS2_MOUSE	Ets2	1	1	1	0	2	Cbp;Crebbp	CBP	NA	Ets	Known motif	Monomer or homomultimer
549830	Q9Z0H3	SNF5_MOUSE	Smarcb1	P15037	ETS2_MOUSE	Ets2	1	1	1	0	1	Smarcb1;Baf47;Ini1;Snf5l1	BAF	CORE	Ets	Known motif	Monomer or homomultimer
554911	O88559	MEN1_MOUSE	Men1	P15066	JUND_MOUSE	Jund	1	1	1	0	1	Men1	MLL1	NA	bZIP	Known motif	Monomer or homomultimer
551930	Q6PDQ2	CHD4_MOUSE	Chd4	P15806	TFE2_MOUSE	Tcf3	1	1	1	0	1	Mi-2β;Chd4	NuRD	NA	bHLH	Known motif	Monomer or homomultimer
367414	O54972	MTG16_MOUSE	Cbfa2t3	P15806	TFE2_MOUSE	Tcf3	1	1	1	0	1	CBFA2T3	NA	NA	bHLH	Known motif	Monomer or homomultimer
551925	Q3TKT4	SMCA4_MOUSE	Smarca4	P15806	TFE2_MOUSE	Tcf3	1	1	1	0	1	Smarca4;Baf190a;Snf2l4;Snf2b;Brg1	BAF	CATALYTIC	bHLH	Known motif	Monomer or homomultimer
551908	Q60972	RBBP4_MOUSE	Rbbp4	P15806	TFE2_MOUSE	Tcf3	1	1	1	0	1	Rbbp4;CAF-I p48;Rbap48	Sin3;PRC2	NA	bHLH	Known motif	Monomer or homomultimer
549259	Q6PGF3	MED16_MOUSE	Med16	P15806	TFE2_MOUSE	Tcf3	1	1	1	0	1	Med16;Trap95;Drip92;Thrap5	Mediator	CORE	bHLH	Known motif	Monomer or homomultimer
551909	Q60973	RBBP7_MOUSE	Rbbp7	P15806	TFE2_MOUSE	Tcf3	1	1	1	0	1	Rbbp7;Rbap46	NURF;PRC2	ACCESSORY	bHLH	Known motif	Monomer or homomultimer
549158	Q9WTU0	PHF2_MOUSE	Phf2	P15806	TFE2_MOUSE	Tcf3	1	1	1	0	1	Phf2;Kiaa0662	NA	NA	bHLH	Known motif	Monomer or homomultimer
549248	O54941	SMCE1_MOUSE	Smarce1	P15806	TFE2_MOUSE	Tcf3	1	1	1	0	1	Smarce1;Baf57	BAF	ACCESSORY	bHLH	Known motif	Monomer or homomultimer
549262	Q6ZPI0	JADE1_MOUSE	Jade1	P15806	TFE2_MOUSE	Tcf3	1	1	1	0	1	Jade1;Phf17	HBO1	NA	bHLH	Known motif	Monomer or homomultimer
369815	P21784	RAG2_MOUSE	Rag2	P15919	RAG1_MOUSE	Rag1	4	4	3	1	5	RAG2	NA	NA	Unknown	Likely to be sequence specific TF	Monomer or homomultimer
371028	P20263	PO5F1_MOUSE	Pou5f1	P16951	ATF2_MOUSE	Atf2	2	2	1	0	2	Oct4;Pou5f1;Oct-3;Otf-3;Otf3;Oct-4	NODE	NA	bZIP	Known motif	Monomer or homomultimer
551211	B2RWS6	EP300_MOUSE	Ep300	P16951	ATF2_MOUSE	Atf2	1	1	1	0	1	p300;Ep300	p300	NA	bZIP	Known motif	Monomer or homomultimer
555338	Q62280	SSXT_MOUSE	Ss18	P16951	ATF2_MOUSE	Atf2	1	1	1	0	2	Ss18;Ssxt;Syt	BAF;ncBAF	ACCESSORY	bZIP	Known motif	Monomer or homomultimer
102682	O55128	SAP18_MOUSE	Sap18	P17095	HMGA1_MOUSE	Hmga1	1	1	1	0	1	Sap18	Sin3	NA	AT hook	Known motif	Monomer or homomultimer
552019	Q8VDS3	CBX7_MOUSE	Cbx7	P17095	HMGA1_MOUSE	Hmga1	1	1	1	0	1	Cbx7	PRC1	NA	AT hook	Known motif	Monomer or homomultimer
551528	Q5HZG4	TAF3_MOUSE	Taf3	P17095	HMGA1_MOUSE	Hmga1	3	4	1	0	4	TAF3	NA	NA	AT hook	Known motif	Monomer or homomultimer
551448	Q60520	SIN3A_MOUSE	Sin3a	P17433	SPI1_MOUSE	Spi1	1	1	1	0	2	Sin3a;Kiaa4126	Sin3	NA	Ets	Known motif	Monomer or homomultimer
551447	O54972	MTG16_MOUSE	Cbfa2t3	P17433	SPI1_MOUSE	Spi1	1	1	1	0	1	CBFA2T3	NA	NA	Ets	Known motif	Monomer or homomultimer
553791	B2RWS6	EP300_MOUSE	Ep300	P17433	SPI1_MOUSE	Spi1	2	1	2	0	2	p300;Ep300	p300	NA	Ets	Known motif	Monomer or homomultimer
551449	P70288	HDAC2_MOUSE	Hdac2	P17433	SPI1_MOUSE	Spi1	1	1	1	0	2	Hdac2;Hd2;Yy1bp	Sin3;NuRD;CoREST	NA	Ets	Known motif	Monomer or homomultimer
549911	Q60972	RBBP4_MOUSE	Rbbp4	P17679	GATA1_MOUSE	Gata1	1	1	1	0	1	Rbbp4;CAF-I p48;Rbap48	Sin3;PRC2	NA	GATA	Known motif	Monomer or homomultimer
549908	O09106	HDAC1_MOUSE	Hdac1	P17679	GATA1_MOUSE	Gata1	1	1	1	0	1	Hdac1;Hd1	Sin3;NuRD;CoREST	NA	GATA	Known motif	Monomer or homomultimer
549917	Q91ZW3	SMCA5_MOUSE	Smarca5	P17679	GATA1_MOUSE	Gata1	1	1	1	0	1	Smarca5;Snf2h	CHRAC	CATALYTIC	GATA	Known motif	Monomer or homomultimer
549909	P70288	HDAC2_MOUSE	Hdac2	P17679	GATA1_MOUSE	Gata1	1	1	1	0	1	Hdac2;Hd2;Yy1bp	Sin3;NuRD;CoREST	NA	GATA	Known motif	Monomer or homomultimer
549912	Q9Z2E1	MBD2_MOUSE	Mbd2	P17679	GATA1_MOUSE	Gata1	1	1	1	0	1	Mbd2	NuRD	NA	GATA	Known motif	Monomer or homomultimer
369706	Q3TKT4	SMCA4_MOUSE	Smarca4	P17679	GATA1_MOUSE	Gata1	1	1	1	0	2	Smarca4;Baf190a;Snf2l4;Snf2b;Brg1	BAF	CATALYTIC	GATA	Known motif	Monomer or homomultimer
549906	Q6PDQ2	CHD4_MOUSE	Chd4	P17679	GATA1_MOUSE	Gata1	1	1	1	0	1	Mi-2β;Chd4	NuRD	NA	GATA	Known motif	Monomer or homomultimer
549910	Q60973	RBBP7_MOUSE	Rbbp7	P17679	GATA1_MOUSE	Gata1	1	1	1	0	1	Rbbp7;Rbap46	NURF;PRC2	ACCESSORY	GATA	Known motif	Monomer or homomultimer
549907	Q9R190	MTA2_MOUSE	Mta2	P17679	GATA1_MOUSE	Gata1	1	1	1	0	2	Mta2;Mta1l1	NuRD;NODE	NA	GATA	Known motif	Monomer or homomultimer
549913	Q9Z2D8	MBD3_MOUSE	Mbd3	P17679	GATA1_MOUSE	Gata1	1	1	1	0	1	Mbd3	NuRD	NA	GATA	Known motif	Monomer or homomultimer
370975	O88712	CTBP1_MOUSE	Ctbp1	P17679	GATA1_MOUSE	Gata1	1	1	1	0	2	Ctbp;Ctbp1	CoREST	NA	GATA	Known motif	Monomer or homomultimer
556759	B2RWS6	EP300_MOUSE	Ep300	P18911	RARG_MOUSE	Rarg	1	1	1	0	1	p300;Ep300	p300	NA	Nuclear receptor	Known motif	Monomer or homomultimer
548566	Q61026	NCOA2_MOUSE	Ncoa2	P19091	ANDR_MOUSE	Ar	1	1	1	0	1	Ncoa2;Grip1;Src2	SRC	NA	Nuclear receptor	Known motif	Monomer or homomultimer
550319	Q8VCD7	KDM4C_MOUSE	Kdm4c	P19091	ANDR_MOUSE	Ar	2	2	1	0	3	Kdm4c;Jhdm3c;Jmjd2c;Kiaa0780	NA	NA	Nuclear receptor	Known motif	Monomer or homomultimer
549852	Q6ZQ88	KDM1A_MOUSE	Kdm1a	P19091	ANDR_MOUSE	Ar	4	4	2	0	4	Kdm1a;Aof2;Kiaa0601;Lsd1	CoREST	NA	Nuclear receptor	Known motif	Monomer or homomultimer
547728	O54941	SMCE1_MOUSE	Smarce1	P19785	ESR1_MOUSE	Esr1	1	1	1	0	1	Smarce1;Baf57	BAF	ACCESSORY	Nuclear receptor	Known motif	Monomer or homomultimer
550226	Q8BW72	KDM4A_MOUSE	Kdm4a	P19785	ESR1_MOUSE	Esr1	1	1	1	0	1	Kdm4a;Jhdm3a;Jmjd2;Jmjd2a;Kiaa0677	NCoR;SMRT	NA	Nuclear receptor	Known motif	Monomer or homomultimer
550233	Q8VCD7	KDM4C_MOUSE	Kdm4c	P19785	ESR1_MOUSE	Esr1	1	1	1	0	1	Kdm4c;Jhdm3c;Jmjd2c;Kiaa0780	NA	NA	Nuclear receptor	Known motif	Monomer or homomultimer
548720	Q61026	NCOA2_MOUSE	Ncoa2	P19785	ESR1_MOUSE	Esr1	1	1	1	0	1	Ncoa2;Grip1;Src2	SRC	NA	Nuclear receptor	Known motif	Monomer or homomultimer
550225	Q91VY5	KDM4B_MOUSE	Kdm4b	P19785	ESR1_MOUSE	Esr1	1	1	1	0	2	Kdm4b;Jhdm3b;Jmjd2b	NA	NA	Nuclear receptor	Known motif	Monomer or homomultimer
381010	Q64127	TIF1A_MOUSE	Trim24	P19785	ESR1_MOUSE	Esr1	1	1	1	0	1	Trim24;TIF1A	NA	NA	Nuclear receptor	Known motif	Monomer or homomultimer
371025	A2A8L1	CHD5_MOUSE	Chd5	P20263	PO5F1_MOUSE	Pou5f1	2	2	1	0	2	Chd5;Kiaa0444	NA	NA	Homeodomain; POU	Known motif	Monomer or homomultimer
371053	Q8VHR5	P66B_MOUSE	Gatad2b	P20263	PO5F1_MOUSE	Pou5f1	5	2	4	0	5	p66β;Gatad2b;p66/p68	NuRD;NODE	NA	Homeodomain; POU	Known motif	Monomer or homomultimer
193676	Q8CCI5	RYBP_MOUSE	Rybp	P20263	PO5F1_MOUSE	Pou5f1	5	3	3	0	7	Rybp;Dedaf	PRC1	NA	Homeodomain; POU	Known motif	Monomer or homomultimer
552156	O54941	SMCE1_MOUSE	Smarce1	P20263	PO5F1_MOUSE	Pou5f1	1	1	1	0	1	Smarce1;Baf57	BAF	ACCESSORY	Homeodomain; POU	Known motif	Monomer or homomultimer
371026	B1AR17	B1AR17_MOUSE	Chd3	P20263	PO5F1_MOUSE	Pou5f1	2	2	1	0	2	Mi-2α;Chd3	NuRD	NA	Homeodomain; POU	Known motif	Monomer or homomultimer
193672	P61965	WDR5_MOUSE	Wdr5	P20263	PO5F1_MOUSE	Pou5f1	6	3	3	0	11	Wdr5;Big;Big3	MLL	NA	Homeodomain; POU	Known motif	Monomer or homomultimer
173188	Q80Z64	NANOG_MOUSE	Nanog	P20263	PO5F1_MOUSE	Pou5f1	9	3	6	0	16	Nanog;Ecat4;Enk	NODE	NA	Homeodomain; POU	Known motif	Monomer or homomultimer
193680	Q60973	RBBP7_MOUSE	Rbbp7	P20263	PO5F1_MOUSE	Pou5f1	4	2	3	0	5	Rbbp7;Rbap46	NURF;PRC2	ACCESSORY	Homeodomain; POU	Known motif	Monomer or homomultimer
371010	Q6PIJ4	NFRKB_MOUSE	Nfrkb	P20263	PO5F1_MOUSE	Pou5f1	2	2	1	0	2	Nfrkb	INO80	ACCESSORY	Homeodomain; POU	Known motif	Monomer or homomultimer
371007	Q6ZPI0	JADE1_MOUSE	Jade1	P20263	PO5F1_MOUSE	Pou5f1	2	2	1	0	2	Jade1;Phf17	HBO1	NA	Homeodomain; POU	Known motif	Monomer or homomultimer
371024	O88712	CTBP1_MOUSE	Ctbp1	P20263	PO5F1_MOUSE	Pou5f1	2	2	1	0	2	Ctbp;Ctbp1	CoREST	NA	Homeodomain; POU	Known motif	Monomer or homomultimer
371064	Q921C3	BRWD1_MOUSE	Brwd1	P20263	PO5F1_MOUSE	Pou5f1	2	2	1	0	2	WDR9	NA	NA	Homeodomain; POU	Known motif	Monomer or homomultimer
193642	Q61191	HCFC1_MOUSE	Hcfc1	P20263	PO5F1_MOUSE	Pou5f1	5	3	3	0	5	Hcfc1	MLL1	NA	Homeodomain; POU	Known motif	Monomer or homomultimer
372796	Q91X20	ASH2L_MOUSE	Ash2l	P20263	PO5F1_MOUSE	Pou5f1	2	2	2	0	3	Ash2l	MLL	NA	Homeodomain; POU	Known motif	Monomer or homomultimer
193640	Q6ZQ88	KDM1A_MOUSE	Kdm1a	P20263	PO5F1_MOUSE	Pou5f1	6	4	3	0	8	Kdm1a;Aof2;Kiaa0601;Lsd1	CoREST	NA	Homeodomain; POU	Known motif	Monomer or homomultimer
552097	Q69ZK6	JHD2C_MOUSE	Jmjd1c	P20263	PO5F1_MOUSE	Pou5f1	1	1	1	0	1	Jmjd1c;Jhdm2c;Kiaa1380	NA	NA	Homeodomain; POU	Known motif	Monomer or homomultimer
552042	Q9ESU6	BRD4_MOUSE	Brd4	P20263	PO5F1_MOUSE	Pou5f1	1	1	1	0	1	BRD4	NA	NA	Homeodomain; POU	Known motif	Monomer or homomultimer
552154	Q9Z0H3	SNF5_MOUSE	Smarcb1	P20263	PO5F1_MOUSE	Pou5f1	1	1	1	0	1	Smarcb1;Baf47;Ini1;Snf5l1	BAF	CORE	Homeodomain; POU	Known motif	Monomer or homomultimer
193679	Q3TKT4	SMCA4_MOUSE	Smarca4	P20263	PO5F1_MOUSE	Pou5f1	5	3	3	0	6	Smarca4;Baf190a;Snf2l4;Snf2b;Brg1	BAF	CATALYTIC	Homeodomain; POU	Known motif	Monomer or homomultimer
552136	Q8BX09	RBBP5_MOUSE	Rbbp5	P20263	PO5F1_MOUSE	Pou5f1	1	1	1	0	1	Rbbp5	MLL	NA	Homeodomain; POU	Known motif	Monomer or homomultimer
371059	P40201	CHD1_MOUSE	Chd1	P20263	PO5F1_MOUSE	Pou5f1	2	2	1	0	2	Chd1;Chd-1	NA	NA	Homeodomain; POU	Known motif	Monomer or homomultimer
552153	Q6DIC0	SMCA2_MOUSE	Smarca2	P20263	PO5F1_MOUSE	Pou5f1	1	1	1	0	1	Smarca2;Baf190b;Snf2a;Snf2l2;Brm	BAF	CATALYTIC	Homeodomain; POU	Known motif	Monomer or homomultimer
552176	P70399	TP53B_MOUSE	Tp53bp1	P20263	PO5F1_MOUSE	Pou5f1	1	1	1	0	1	TP53BP1	NA	NA	Homeodomain; POU	Known motif	Monomer or homomultimer
552036	A2BH40	ARI1A_MOUSE	Arid1a	P20263	PO5F1_MOUSE	Pou5f1	1	1	1	0	1	Arid1a;Baf250;Baf250a;Osa1;Smarcf1	BAF	ACCESSORY	Homeodomain; POU	Known motif	Monomer or homomultimer
193686	Q9R190	MTA2_MOUSE	Mta2	P20263	PO5F1_MOUSE	Pou5f1	7	4	4	0	13	Mta2;Mta1l1	NuRD;NODE	NA	Homeodomain; POU	Known motif	Monomer or homomultimer
371043	P20263	PO5F1_MOUSE	Pou5f1	P20263	PO5F1_MOUSE	Pou5f1	4	2	3	0	4	Oct4;Pou5f1;Oct-3;Otf-3;Otf3;Oct-4	NODE	NA	Homeodomain; POU	Known motif	Monomer or homomultimer
543409	P45481	CBP_MOUSE	Crebbp	P20263	PO5F1_MOUSE	Pou5f1	1	1	1	0	1	Cbp;Crebbp	CBP	NA	Homeodomain; POU	Known motif	Monomer or homomultimer
193673	Q9CU65	ZMYM2_MOUSE	Zmym2	P20263	PO5F1_MOUSE	Pou5f1	4	3	2	0	5	Znf198;Zmym2;Zfp198	CoREST	NA	Homeodomain; POU	Known motif	Monomer or homomultimer
552160	Q8BR65	SDS3_MOUSE	Suds3	P20263	PO5F1_MOUSE	Pou5f1	1	1	1	0	1	Suds3;Sds3	Sin3	NA	Homeodomain; POU	Known motif	Monomer or homomultimer
371065	Q9Z2N8	ACL6A_MOUSE	Actl6a	P20263	PO5F1_MOUSE	Pou5f1	3	2	2	0	3	Actl6a;Baf53a	BAF	ACCESSORY	Homeodomain; POU	Known motif	Monomer or homomultimer
552145	Q8BIH0	SP130_MOUSE	Sap130	P20263	PO5F1_MOUSE	Pou5f1	1	1	1	0	1	Sap130	Sin3	NA	Homeodomain; POU	Known motif	Monomer or homomultimer
193674	Q8C796	RCOR2_MOUSE	Rcor2	P20263	PO5F1_MOUSE	Pou5f1	5	3	3	0	6	Rcor1;M-CoREST	CoREST	NA	Homeodomain; POU	Known motif	Monomer or homomultimer
371004	Q91ZW3	SMCA5_MOUSE	Smarca5	P20263	PO5F1_MOUSE	Pou5f1	3	2	2	0	3	Smarca5;Snf2h	CHRAC	CATALYTIC	Homeodomain; POU	Known motif	Monomer or homomultimer
193683	O09106	HDAC1_MOUSE	Hdac1	P20263	PO5F1_MOUSE	Pou5f1	5	3	3	0	8	Hdac1;Hd1	Sin3;NuRD;CoREST	NA	Homeodomain; POU	Known motif	Monomer or homomultimer
193682	P70288	HDAC2_MOUSE	Hdac2	P20263	PO5F1_MOUSE	Pou5f1	4	2	3	0	6	Hdac2;Hd2;Yy1bp	Sin3;NuRD;CoREST	NA	Homeodomain; POU	Known motif	Monomer or homomultimer
371045	P54276	MSH6_MOUSE	Msh6	P20263	PO5F1_MOUSE	Pou5f1	4	3	2	0	5	MSH6	NA	NA	Homeodomain; POU	Known motif	Monomer or homomultimer
193646	Q8BMB0	EMSY_MOUSE	Emsy	P20263	PO5F1_MOUSE	Pou5f1	2	2	1	0	2	Emsy	Sin3	NA	Homeodomain; POU	Known motif	Monomer or homomultimer
371064	Q921C3	BRWD1_MOUSE	Brwd1	P20263	PO5F1_MOUSE	Pou5f1	2	2	1	0	2	BRWD1	NA	NA	Homeodomain; POU	Known motif	Monomer or homomultimer
369768	Q00899	TYY1_MOUSE	Yy1	P20263	PO5F1_MOUSE	Pou5f1	1	1	1	0	2	Yy1;Ucrbp	INO80	ACCESSORY	Homeodomain; POU	Known motif	Monomer or homomultimer
193687	Q8K4B0	MTA1_MOUSE	Mta1	P20263	PO5F1_MOUSE	Pou5f1	5	3	3	0	8	Mta1	NuRD;NODE	NA	Homeodomain; POU	Known motif	Monomer or homomultimer
193657	Q8CHI8	EP400_MOUSE	Ep400	P20263	PO5F1_MOUSE	Pou5f1	2	2	1	0	3	p400;hDomino	NuA4	NA	Homeodomain; POU	Known motif	Monomer or homomultimer
552155	Q6PDG5	SMRC2_MOUSE	Smarcc2	P20263	PO5F1_MOUSE	Pou5f1	1	1	1	0	1	Smarcc2;Baf170	BAF	CORE	Homeodomain; POU	Known motif	Monomer or homomultimer
371048	Q6ZPV2	INO80_MOUSE	Ino80	P20263	PO5F1_MOUSE	Pou5f1	2	2	1	0	2	Ino80;Inoc1;Kiaa1259	INO80	CATALYTIC	Homeodomain; POU	Known motif	Monomer or homomultimer
370991	Q5SVQ0	KAT7_MOUSE	Kat7	P20263	PO5F1_MOUSE	Pou5f1	2	2	1	0	4	Kat7;Hbo1;Myst2	HBO1	NA	Homeodomain; POU	Known motif	Monomer or homomultimer
193678	P97496	SMRC1_MOUSE	Smarcc1	P20263	PO5F1_MOUSE	Pou5f1	5	3	3	0	6	Smarcc1;Baf155;Srg3	BAF	CORE	Homeodomain; POU	Known motif	Monomer or homomultimer
371019	Q8CHY6	P66A_MOUSE	Gatad2a	P20263	PO5F1_MOUSE	Pou5f1	4	2	3	0	4	p66α;Gatad2a	NuRD;NODE	NA	Homeodomain; POU	Known motif	Monomer or homomultimer
193634	Q9Z2D8	MBD3_MOUSE	Mbd3	P20263	PO5F1_MOUSE	Pou5f1	6	3	4	0	9	Mbd3	NuRD	NA	Homeodomain; POU	Known motif	Monomer or homomultimer
552041	Q8K2F0	BRD3_MOUSE	Brd3	P20263	PO5F1_MOUSE	Pou5f1	1	1	1	0	1	BRD3	NA	NA	Homeodomain; POU	Known motif	Monomer or homomultimer
193638	Q61103	REQU_MOUSE	Dpf2	P20263	PO5F1_MOUSE	Pou5f1	4	2	3	0	5	Dpf2;Baf45d;Req;Ubid4	BAF	ACCESSORY	Homeodomain; POU	Known motif	Monomer or homomultimer
371000	Q64127	TIF1A_MOUSE	Trim24	P20263	PO5F1_MOUSE	Pou5f1	2	2	1	0	2	Trim24;TIF1A	NA	NA	Homeodomain; POU	Known motif	Monomer or homomultimer
552040	Q6P9L3	Q6P9L3_MOUSE	Bptf	P20263	PO5F1_MOUSE	Pou5f1	1	1	1	0	1	Bptf;Falz	NURF	ACCESSORY	Homeodomain; POU	Known motif	Monomer or homomultimer
193685	Q6PDQ2	CHD4_MOUSE	Chd4	P20263	PO5F1_MOUSE	Pou5f1	6	4	4	0	12	Mi-2β;Chd4	NuRD	NA	Homeodomain; POU	Known motif	Monomer or homomultimer
552113	Q9WU42	NCOR2_MOUSE	Ncor2	P20263	PO5F1_MOUSE	Pou5f1	1	1	1	0	1	Smrt;Ncor2;Trac;Smrte	SMRT	NA	Homeodomain; POU	Known motif	Monomer or homomultimer
552162	Q80UV9	TAF1_MOUSE	Taf1	P20263	PO5F1_MOUSE	Pou5f1	1	1	1	0	1	Taf1;TafII250;p250	TFIID	NA	Homeodomain; POU	Known motif	Monomer or homomultimer
552177	Q80X50	UBP2L_MOUSE	Ubap2l	P20263	PO5F1_MOUSE	Pou5f1	1	1	1	0	1	Ubap2l;Nice4	ATAC	NA	Homeodomain; POU	Known motif	Monomer or homomultimer
193681	Q924K8	MTA3_MOUSE	Mta3	P20263	PO5F1_MOUSE	Pou5f1	5	3	3	0	6	Mta3	NuRD	NA	Homeodomain; POU	Known motif	Monomer or homomultimer
551060	Q8C796	RCOR2_MOUSE	Rcor2	P22091	TAL1_MOUSE	Tal1	1	1	1	0	1	Rcor1;M-CoREST	CoREST	NA	bHLH	Known motif	Obligate heteromer
367401	O54972	MTG16_MOUSE	Cbfa2t3	P22091	TAL1_MOUSE	Tal1	5	4	2	0	11	CBFA2T3	NA	NA	bHLH	Known motif	Obligate heteromer
367404	P70288	HDAC2_MOUSE	Hdac2	P22091	TAL1_MOUSE	Tal1	1	1	1	0	1	Hdac2;Hd2;Yy1bp	Sin3;NuRD;CoREST	NA	bHLH	Known motif	Obligate heteromer
